From,To,Group,ratioScore
ADIPOR1,Neutrophils,C1,1.3100436681222707
ADIPOR1,Neutrophils,C2,1.3698924731182796
ADIPOR1,Neutrophils,C3,1.2707838479809976
ADIPOR1,Neutrophils,C4,-1.6695278969957081
ADIPOR1,Neutrophils,C5,-1.5918367346938775
ADIPOR1,Neutrophils,C6,1.625
ADIPOR1,T_cells_CD4,C1,-1.1159135559921416
ADIPOR1,T_cells_CD4,C2,-1.1615969581749048
ADIPOR1,T_cells_CD4,C3,1.3097949886104783
ADIPOR1,T_cells_CD4,C4,1.178294573643411
ADIPOR1,T_cells_CD4,C5,1.5176470588235293
ADIPOR1,T_cells_CD4,C6,1.0833333333333333
ADIPOR1,T_cells_CD8,C1,-1.1051502145922747
ADIPOR1,T_cells_CD8,C2,1.0377697841726619
ADIPOR1,T_cells_CD8,C3,-1.18058690744921
ADIPOR1,T_cells_CD8,C4,1.7058823529411764
ADIPOR1,T_cells_CD8,C5,11.52
ADIPOR1,T_cells_CD8,C6,-1.3333333333333333
ADIPOR2,B_cells,C1,-1.0478927203065134
ADIPOR2,B_cells,C2,1.063551401869159
ADIPOR2,B_cells,C3,-1.342920353982301
ADIPOR2,B_cells,C4,-1.1832061068702289
ADIPOR2,B_cells,C5,-2.378787878787879
ADIPOR2,B_cells,C6,1.3783783783783783
ADIPOR2,Eosinophils,C1,1.0323809523809524
ADIPOR2,Eosinophils,C2,1.0205607476635514
ADIPOR2,Eosinophils,C3,1.0356435643564357
ADIPOR2,Eosinophils,C4,1.1123188405797102
ADIPOR2,Eosinophils,C5,2.074074074074074
ADIPOR2,Eosinophils,C6,-1.1282051282051282
ADIPOR2,Macrophage,C1,1.2916666666666667
ADIPOR2,Macrophage,C2,1.300639658848614
ADIPOR2,Macrophage,C3,1.3868613138686132
ADIPOR2,Macrophage,C4,-1.0032051282051282
ADIPOR2,Macrophage,C5,2.028985507246377
ADIPOR2,Macrophage,C6,-1.6363636363636362
ADIPOR2,Mast_cells,C1,1.1384297520661157
ADIPOR2,Mast_cells,C2,1.0681818181818181
ADIPOR2,Mast_cells,C3,1.1683569979716024
ADIPOR2,Mast_cells,C4,1.2554744525547445
ADIPOR2,Mast_cells,C5,3.823529411764706
ADIPOR2,Mast_cells,C6,1.3571428571428572
ADIPOR2,NK_cells,C1,-1.3106995884773662
ADIPOR2,NK_cells,C2,-1.2378167641325535
ADIPOR2,NK_cells,C3,-1.0118577075098814
ADIPOR2,NK_cells,C4,1.2105263157894737
ADIPOR2,NK_cells,C5,1.4743589743589745
ADIPOR2,NK_cells,C6,-1.024390243902439
ADIPOR2,Neutrophils,C1,1.1526104417670682
ADIPOR2,Neutrophils,C2,1.0449438202247192
ADIPOR2,Neutrophils,C3,1.1336206896551724
ADIPOR2,Neutrophils,C4,-1.088339222614841
ADIPOR2,Neutrophils,C5,1.8181818181818181
ADIPOR2,Neutrophils,C6,1.1627906976744187
ADIPOR2,T_cells_CD4,C1,1.23
ADIPOR2,T_cells_CD4,C2,1.1474480151228734
ADIPOR2,T_cells_CD4,C3,-1.069387755102041
ADIPOR2,T_cells_CD4,C4,1.0374531835205993
ADIPOR2,T_cells_CD4,C5,-1.2073170731707317
ADIPOR2,T_cells_CD4,C6,1.4705882352941178
ADIPOR2,T_cells_CD8,C1,-1.2914798206278026
ADIPOR2,T_cells_CD8,C2,-1.0711678832116789
ADIPOR2,T_cells_CD8,C3,-1.2460850111856823
ADIPOR2,T_cells_CD8,C4,-1.098639455782313
ADIPOR2,T_cells_CD8,C5,-10.565217391304348
ADIPOR2,T_cells_CD8,C6,1.3611111111111112
ADM,CALCR,C1,-1.2142857142857144
ADM,CALCR,C2,-1.7195121951219514
