From,To,Group,ratioScore
ADCYAP1,ADCYAP1R1,C6,1.4375
ADCYAP1,SCTR,C1,1.3350383631713556
ADCYAP1,SCTR,C2,1.3642691415313226
ADCYAP1,SCTR,C3,1.3172690763052208
ADCYAP1,SCTR,C4,1.1295546558704452
ADCYAP1,SCTR,C5,1.4782608695652173
ADCYAP1,SCTR,C6,3.380952380952381
ADCYAP1,VIPR1,C1,1.3290322580645162
ADCYAP1,VIPR1,C2,1.438287153652393
ADCYAP1,VIPR1,C3,1.4068825910931173
ADCYAP1,VIPR1,C4,1.1944444444444444
ADCYAP1,VIPR1,C5,4.222222222222222
ADCYAP1,VIPR1,C6,1.3243243243243243
ADCYAP1,VIPR2,C1,1.8821917808219177
ADCYAP1,VIPR2,C2,1.5219512195121951
ADCYAP1,VIPR2,C3,2.2346041055718473
ADCYAP1,VIPR2,C4,2.0697674418604652
ADCYAP1,VIPR2,C5,1.5463917525773196
ADCYAP1,VIPR2,C6,1.8666666666666667
ADIPOQ,ADIPOR1,C1,1.2127659574468086
ADIPOQ,ADIPOR1,C2,1.051823416506718
ADIPOQ,ADIPOR1,C3,1.050682261208577
ADIPOQ,ADIPOR1,C4,1.119047619047619
ADIPOQ,ADIPOR1,C5,1.202127659574468
ADIPOQ,ADIPOR1,C6,0.8571428571428571
ADIPOQ,ADIPOR2,C1,1.2572815533980584
ADIPOQ,ADIPOR2,C2,1.275711159737418
ADIPOQ,ADIPOR2,C3,1.3888888888888888
ADIPOQ,ADIPOR2,C4,1.108433734939759
ADIPOQ,ADIPOR2,C5,0.7378640776699029
ADIPOQ,ADIPOR2,C6,0.9777777777777777
ADIPOR1,B_cells,C1,1.184549356223176
ADIPOR1,B_cells,C2,0.8537414965986394
ADIPOR1,B_cells,C3,0.8342245989304813
ADIPOR1,B_cells,C4,1.3984063745019921
ADIPOR1,B_cells,C5,2.292682926829268
ADIPOR1,B_cells,C6,1.2162162162162162
ADIPOR1,Eosinophils,C1,1.090725806451613
ADIPOR1,Eosinophils,C2,0.9890909090909091
ADIPOR1,Eosinophils,C3,1.0335195530726258
ADIPOR1,Eosinophils,C4,0.9078947368421053
ADIPOR1,Eosinophils,C5,0.3827751196172249
ADIPOR1,Eosinophils,C6,0.8974358974358975
ADIPOR1,Macrophage,C1,1.1294820717131475
ADIPOR1,Macrophage,C2,1.4013452914798206
ADIPOR1,Macrophage,C3,0.9475728155339805
ADIPOR1,Macrophage,C4,0.5721153846153846
ADIPOR1,Macrophage,C5,0.4134078212290503
ADIPOR1,Macrophage,C6,1.15
ADIPOR1,Mast_cells,C1,0.9425287356321839
ADIPOR1,Mast_cells,C2,0.8933092224231465
ADIPOR1,Mast_cells,C3,1.3267543859649122
ADIPOR1,Mast_cells,C4,1.1923076923076923
ADIPOR1,Mast_cells,C5,0.2608695652173913
ADIPOR1,Mast_cells,C6,1.0666666666666667
ADIPOR1,NK_cells,C1,0.6875981161695447
ADIPOR1,NK_cells,C2,0.8118022328548644
ADIPOR1,NK_cells,C3,0.7797513321492007
ADIPOR1,NK_cells,C4,0.9556962025316456
ADIPOR1,NK_cells,C5,0.5944055944055944
ADIPOR1,NK_cells,C6,0.6274509803921569
ADIPOR1,Neutrophils,C1,1.3179824561403508
ADIPOR1,Neutrophils,C2,1.3583333333333334
ADIPOR1,Neutrophils,C3,1.3886138613861385
ADIPOR1,Neutrophils,C4,0.5549738219895288
ADIPOR1,Neutrophils,C5,0.6346153846153846
ADIPOR1,Neutrophils,C6,1.6451612903225807
ADIPOR1,T_cells_CD4,C1,0.8961267605633803
ADIPOR1,T_cells_CD4,C2,0.8594771241830066
ADIPOR1,T_cells_CD4,C3,1.3045454545454545
ADIPOR1,T_cells_CD4,C4,1.182170542635659
ADIPOR1,T_cells_CD4,C5,1.5176470588235293
ADIPOR1,T_cells_CD4,C6,1.0833333333333333
ADIPOR1,T_cells_CD8,C1,0.9032882011605415
ADIPOR1,T_cells_CD8,C2,1.0377697841726619
ADIPOR1,T_cells_CD8,C3,0.847036328871893
ADIPOR1,T_cells_CD8,C4,1.6974789915966386
ADIPOR1,T_cells_CD8,C5,11.56
ADIPOR1,T_cells_CD8,C6,0.75
ADIPOR2,B_cells,C1,0.9578754578754579
ADIPOR2,B_cells,C2,1.0636704119850187
ADIPOR2,B_cells,C3,0.7467105263157895
ADIPOR2,B_cells,C4,0.8451612903225807
ADIPOR2,B_cells,C5,0.42038216560509556
ADIPOR2,B_cells,C6,1.3783783783783783
ADIPOR2,Eosinophils,C1,1.091976516634051
ADIPOR2,Eosinophils,C2,1.0502793296089385
ADIPOR2,Eosinophils,C3,1.0652591170825336
ADIPOR2,Eosinophils,C4,0.9615384615384616
ADIPOR2,Eosinophils,C5,2.28
ADIPOR2,Eosinophils,C6,1.2285714285714286
ADIPOR2,Macrophage,C1,1.29375
ADIPOR2,Macrophage,C2,1.3012820512820513
ADIPOR2,Macrophage,C3,1.3878048780487804
ADIPOR2,Macrophage,C4,0.9904761904761905
ADIPOR2,Macrophage,C5,2.028985507246377
ADIPOR2,Macrophage,C6,0.6111111111111112
ADIPOR2,Mast_cells,C1,1.1381443298969072
ADIPOR2,Mast_cells,C2,1.0702087286527515
ADIPOR2,Mast_cells,C3,1.1683569979716024
ADIPOR2,Mast_cells,C4,1.2554744525547445
ADIPOR2,Mast_cells,C5,3.823529411764706
ADIPOR2,Mast_cells,C6,1.3571428571428572
ADIPOR2,NK_cells,C1,0.7574334898278561
ADIPOR2,NK_cells,C2,0.8009404388714734
ADIPOR2,NK_cells,C3,0.9882583170254403
ADIPOR2,NK_cells,C4,1.2134831460674158
ADIPOR2,NK_cells,C5,1.4743589743589745
ADIPOR2,NK_cells,C6,0.9761904761904762
ADIPOR2,Neutrophils,C1,1.1735537190082646
ADIPOR2,Neutrophils,C2,1.137330754352031
ADIPOR2,Neutrophils,C3,1.1808278867102397
ADIPOR2,Neutrophils,C4,1.0036363636363637
ADIPOR2,Neutrophils,C5,2.013888888888889
ADIPOR2,Neutrophils,C6,1.2142857142857142
ADIPOR2,T_cells_CD4,C1,1.2235528942115768
ADIPOR2,T_cells_CD4,C2,1.1493383742911154
ADIPOR2,T_cells_CD4,C3,0.9370229007633588
ADIPOR2,T_cells_CD4,C4,1.0335820895522387
ADIPOR2,T_cells_CD4,C5,0.8282828282828283
ADIPOR2,T_cells_CD4,C6,1.4705882352941178
ADIPOR2,T_cells_CD8,C1,0.773356401384083
ADIPOR2,T_cells_CD8,C2,0.9368600682593856
ADIPOR2,T_cells_CD8,C3,0.8039568345323741
ADIPOR2,T_cells_CD8,C4,0.9158878504672897
ADIPOR2,T_cells_CD8,C5,0.0942622950819672
ADIPOR2,T_cells_CD8,C6,1.3611111111111112
ADM,CALCR,C1,0.8200757575757576
ADM,CALCR,C2,0.5815602836879432
ADM,CALCR,C3,2.074074074074074
ADM,CALCR,C4,1.5165876777251184
ADM,CALCR,C5,1.4567901234567902
ADM,CALCR,C6,1.205128205128205
ADM,CALCRL,C1,0.873015873015873
ADM,CALCRL,C2,0.608359133126935
ADM,CALCRL,C3,2.0073891625615765
ADM,CALCRL,C4,1.1869918699186992
ADM,CALCRL,C5,0.05732484076433121
ADM,CALCRL,C6,1.2352941176470589
ADM,GPR182,C1,1.2836185819070904
ADM,GPR182,C2,1.0471014492753623
ADM,GPR182,C3,1.4451219512195121
ADM,GPR182,C4,1.606060606060606
ADM,GPR182,C5,5.766666666666667
ADM,GPR182,C6,1
ADM,MRGPRX2,C1,1.2469437652811737
ADM,MRGPRX2,C2,1.5298969072164947
ADM,MRGPRX2,C3,0.8513986013986014
ADM,MRGPRX2,C4,1.2040816326530612
ADM,MRGPRX2,C5,2.098360655737705
ADM,MRGPRX2,C6,0.49056603773584906
ADM,RAMP2,C1,0.4831130690161527
ADM,RAMP2,C2,0.43478260869565216
ADM,RAMP2,C3,2.205
ADM,RAMP2,C4,1.248888888888889
ADM,RAMP2,C5,0.2
ADM,RAMP2,C6,1.1794871794871795
ADM2,CALCR,C1,1.0389908256880733
ADM2,CALCR,C2,1.2334801762114538
ADM2,CALCR,C3,1.2875
ADM2,CALCR,C4,0.9644970414201184
ADM2,CALCR,C5,1.2903225806451613
ADM2,CALCR,C6,0.8571428571428571
ADM2,CALCRL,C1,1.128463476070529
ADM2,CALCRL,C2,1.296983758700696
ADM2,CALCRL,C3,1.6518987341772151
ADM2,CALCRL,C4,0.6907730673316709
ADM2,CALCRL,C5,0.06927710843373494
ADM2,CALCRL,C6,1.4
ADM2,RAMP1,C1,1.3887147335423198
ADM2,RAMP1,C2,1.4765840220385675
ADM2,RAMP1,C3,0.5883002207505519
ADM2,RAMP1,C4,0.55
ADM2,RAMP1,C5,0.024390243902439025
ADM2,RAMP1,C6,1.6296296296296295
ADORA2B,Mast_cells,C1,1.0866141732283465
ADORA2B,Mast_cells,C2,0.788109756097561
ADORA2B,Mast_cells,C3,0.7681388012618297
ADORA2B,Mast_cells,C4,0.6304347826086957
ADORA2B,Mast_cells,C5,0.45348837209302323
ADORA2B,Mast_cells,C6,0.625
ADRA2B,Macrophage,C1,1.126
ADRA2B,Macrophage,C2,0.9682804674457429
ADRA2B,Macrophage,C3,1.1113490364025695
ADRA2B,Macrophage,C4,0.782608695652174
ADRA2B,Macrophage,C5,0.6262626262626263
ADRA2B,Macrophage,C6,1.1282051282051282
ADRB2,B_cells,C1,0.8620689655172413
ADRB2,B_cells,C2,0.7683109118086696
ADRB2,B_cells,C3,1.0743099787685775
ADRB2,B_cells,C4,0.8266666666666667
ADRB2,B_cells,C5,0.30158730158730157
ADRB2,B_cells,C6,2.2857142857142856
ADRB2,Eosinophils,C1,0.9647058823529412
ADRB2,Eosinophils,C2,0.9847715736040609
ADRB2,Eosinophils,C3,0.7927927927927928
ADRB2,Eosinophils,C4,0.9057971014492754
ADRB2,Eosinophils,C5,2.510204081632653
ADRB2,Eosinophils,C6,0.6410256410256411
ADRB2,Macrophage,C1,0.9102362204724409
ADRB2,Macrophage,C2,0.8958333333333334
ADRB2,Macrophage,C3,0.6029411764705882
ADRB2,Macrophage,C4,0.9568106312292359
ADRB2,Macrophage,C5,2.404255319148936
ADRB2,Macrophage,C6,0.8611111111111112
ADRB2,Mast_cells,C1,1.0269299820466786
ADRB2,Mast_cells,C2,1.0679785330948122
ADRB2,Mast_cells,C3,1.7320954907161803
ADRB2,Mast_cells,C4,1.3562753036437247
ADRB2,Mast_cells,C5,3.4358974358974357
ADRB2,Mast_cells,C6,0.9642857142857143
ADRB2,NK_cells,C1,0.9745762711864406
ADRB2,NK_cells,C2,0.9853658536585366
ADRB2,NK_cells,C3,0.7446043165467626
ADRB2,NK_cells,C4,0.9857651245551602
ADRB2,NK_cells,C5,1.2833333333333334
ADRB2,NK_cells,C6,0.3902439024390244
ADRB2,Neutrophils,C1,1.2284069097888675
ADRB2,Neutrophils,C2,1.2119565217391304
ADRB2,Neutrophils,C3,0.8687872763419483
ADRB2,Neutrophils,C4,1.1721311475409837
ADRB2,Neutrophils,C5,1.8727272727272728
ADRB2,Neutrophils,C6,0.9705882352941176
ADRB2,T_cells_CD4,C1,1.0856643356643356
ADRB2,T_cells_CD4,C2,1.0584307178631052
ADRB2,T_cells_CD4,C3,2.2549019607843137
ADRB2,T_cells_CD4,C4,0.9586466165413534
ADRB2,T_cells_CD4,C5,0.6753246753246753
ADRB2,T_cells_CD4,C6,1.0714285714285714
ADRB2,T_cells_CD8,C1,0.9572192513368984
ADRB2,T_cells_CD8,C2,1.1932624113475176
ADRB2,T_cells_CD8,C3,1.1179245283018868
ADRB2,T_cells_CD8,C4,1.055944055944056
ADRB2,T_cells_CD8,C5,0.13559322033898305
ADRB2,T_cells_CD8,C6,0.8055555555555556
AGRN,ATP1A3,C1,0.7685185185185185
AGRN,ATP1A3,C2,0.6752
AGRN,ATP1A3,C3,0.6194444444444445
AGRN,ATP1A3,C4,0.727735368956743
AGRN,ATP1A3,C5,0.04477611940298507
AGRN,ATP1A3,C6,1.4444444444444444
AGRN,LRP4,C1,0.732463295269168
AGRN,LRP4,C2,0.8346972176759411
AGRN,LRP4,C3,3.0829694323144103
AGRN,LRP4,C4,1.2686567164179106
AGRN,LRP4,C5,0.07335907335907337
AGRN,LRP4,C6,0.8409090909090909
AGRN,MUSK,C1,1.147268408551069
AGRN,MUSK,C2,1.087719298245614
AGRN,MUSK,C3,0.6193265007320644
AGRN,MUSK,C4,1.2830188679245282
AGRN,MUSK,C5,0.7333333333333333
AGRN,MUSK,C6,1.2894736842105263
AGRP,MC3R,C1,0.9541284403669725
AGRP,MC3R,C2,1.020501138952164
AGRP,MC3R,C3,1.0462776659959758
AGRP,MC3R,C4,1.0481927710843373
AGRP,MC3R,C5,1.0617283950617284
AGRP,MC3R,C6,1.4054054054054055
AGRP,MC4R,C1,1.3218997361477574
AGRP,MC4R,C2,1.3235294117647058
AGRP,MC4R,C3,1.288702928870293
AGRP,MC4R,C4,1.2658730158730158
AGRP,MC4R,C5,1.2580645161290323
AGRP,MC4R,C6,1.6470588235294117
AGRP,MC5R,C1,1.1952380952380952
AGRP,MC5R,C2,1.1971544715447155
AGRP,MC5R,C3,0.9879759519038076
AGRP,MC5R,C4,1.0474452554744527
AGRP,MC5R,C5,1.5
AGRP,MC5R,C6,2.2
AGRP,SDC3,C1,1.4939759036144578
AGRP,SDC3,C2,1.4133333333333333
AGRP,SDC3,C3,1.47
AGRP,SDC3,C4,1.3715277777777777
AGRP,SDC3,C5,1.2941176470588236
AGRP,SDC3,C6,1.4166666666666667
AGT,AGTR1,C1,1.6508379888268156
AGT,AGTR1,C2,3.849557522123894
AGT,AGTR1,C3,2.7697594501718212
AGT,AGTR1,C4,1.4749034749034748
AGT,AGTR1,C5,0.012578616352201259
AGT,AGTR1,C6,3.142857142857143
AGT,AGTR2,C1,0.7969052224371374
AGT,AGTR2,C2,0.842560553633218
AGT,AGTR2,C3,0.8829174664107485
AGT,AGTR2,C4,0.4948453608247423
AGT,AGTR2,C5,0.3558282208588957
AGT,AGTR2,C6,1.5555555555555556
